OFFICIAL


Date
12/09/2021 10:47:36

Vacancy title,Vacancy reference number,Submission number,Date submitted,SLA deadline,Review started,Review completed,Time taken to review,SLA exceeded by (hours),Outcome,Number of issues reported,Reviewed by,Vacancy submitted by,Employer,Display name,Training provider,Vacancy postcode,Standard / Framework
bbuFKqkHru_20Aug2021_00045651041 apprenticeship,1000029297,1,08/20/2021 00:09:07,08/23/2021 00:09:04,08/20/2021 00:09:44,08/20/2021 00:09:47,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,aOYVjKxfCh_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
sMovYecWWq_20Aug2021_00045653759 apprenticeship,1000029296,1,08/20/2021 00:09:18,08/23/2021 00:09:16,08/20/2021 00:09:52,08/20/2021 00:09:54,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,atAwSfswtB_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone QJrI_20Aug2021_00085658601 apprenticeship,1000029300,1,08/20/2021 00:10:25,08/23/2021 00:10:23,08/20/2021 00:10:47,08/20/2021 00:10:49,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
Clone YTbO_20Aug2021_00101942412 apprenticeship,1000029301,1,08/20/2021 00:11:47,08/23/2021 00:11:46,08/20/2021 00:12:06,08/20/2021 00:12:07,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
CUHamhBuxl_20Aug2021_00114703130 apprenticeship,1000029302,1,08/20/2021 00:15:09,08/23/2021 00:15:08,08/20/2021 00:15:43,08/20/2021 00:15:46,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
FOZntGgrYZ_20Aug2021_00124792576 apprenticeship,1000029304,1,08/20/2021 00:16:37,08/23/2021 00:16:31,08/20/2021 00:17:23,08/20/2021 00:17:25,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,tBTFBxrmWV_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
GZHbWchfRi_20Aug2021_00175586437 apprenticeship,1000029307,1,08/20/2021 00:21:40,08/23/2021 00:21:40,08/20/2021 00:22:14,08/20/2021 00:22:18,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
EumqVhzFKc_20Aug2021_00225536807 apprenticeship,1000029312,1,08/20/2021 00:25:18,08/23/2021 00:25:18,08/20/2021 00:25:32,08/20/2021 00:25:34,0:00:01,,Approved,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
RMNHxRkTJa_20Aug2021_00283315370 apprenticeship,1000029316,1,08/20/2021 00:30:51,08/23/2021 00:30:51,08/20/2021 00:31:05,08/20/2021 00:31:06,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
ypINOWQPTO_20Aug2021_00283318660 apprenticeship,1000029317,1,08/20/2021 00:31:09,08/23/2021 00:31:06,08/20/2021 00:31:20,08/20/2021 00:31:22,0:00:01,,Approved,0,Dastest2@test.com,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
ktmrfdxyce_20Aug2021_00394498456 apprenticeship,1000029324,1,08/20/2021 00:42:01,08/23/2021 00:42:00,08/20/2021 00:42:20,08/20/2021 00:42:22,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
Clone Hgmo_23Aug2021_00053444707 apprenticeship,1000029335,1,08/23/2021 00:07:17,08/24/2021 00:07:14,08/23/2021 00:07:37,08/23/2021 00:07:40,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
oQmKsKHxBm_23Aug2021_00053369688 apprenticeship,1000029338,1,08/23/2021 00:10:06,08/24/2021 00:10:04,08/23/2021 00:10:58,08/23/2021 00:11:04,0:00:06,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,PRyOKluviT_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ahPwppcJom_23Aug2021_00053392152 apprenticeship,1000029339,1,08/23/2021 00:10:15,08/24/2021 00:10:14,08/23/2021 00:10:58,08/23/2021 00:11:01,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,SgHvwgECrR_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone HFkv_23Aug2021_00094163538 apprenticeship,1000029340,1,08/23/2021 00:11:20,08/24/2021 00:11:03,08/23/2021 00:11:35,08/23/2021 00:11:37,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,tBTFBxrmWV_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone lHMO_23Aug2021_00101790395 apprenticeship,1000029341,1,08/23/2021 00:11:49,08/24/2021 00:11:48,08/23/2021 00:12:18,08/23/2021 00:12:22,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,aOYVjKxfCh_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone Wlre_23Aug2021_00104907310 apprenticeship,1000029342,1,08/23/2021 00:12:33,08/24/2021 00:12:32,08/23/2021 00:12:51,08/23/2021 00:12:53,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
vDwuNNfZbH_23Aug2021_00134045172 apprenticeship,1000029345,1,08/23/2021 00:17:20,08/24/2021 00:17:19,08/23/2021 00:18:02,08/23/2021 00:18:03,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
icVQsmowgW_23Aug2021_00141365963 apprenticeship,1000029346,1,08/23/2021 00:18:03,08/24/2021 00:18:03,08/23/2021 00:18:38,08/23/2021 00:18:40,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,hLILdySDWJ_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
cqhpuPBfSA_23Aug2021_00193503547 apprenticeship,1000029348,1,08/23/2021 00:22:38,08/24/2021 00:22:37,08/23/2021 00:23:12,08/23/2021 00:23:14,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
ylaMOiQhJL_23Aug2021_00233453027 apprenticeship,1000029351,1,08/23/2021 00:25:54,08/24/2021 00:25:51,08/23/2021 00:26:08,08/23/2021 00:26:10,0:00:01,,Approved,0,Dastest2@test.com,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
zHLYHwKytm_23Aug2021_00292365784 apprenticeship,1000029357,1,08/23/2021 00:32:27,08/24/2021 00:32:27,08/23/2021 00:32:44,08/23/2021 00:32:46,0:00:01,,Referred,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
eToQdKJwiR_23Aug2021_00292387297 apprenticeship,1000029358,1,08/23/2021 00:32:36,08/24/2021 00:32:33,08/23/2021 00:32:50,08/23/2021 00:32:52,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARRY & BARRY  LIMITED,BARRY & BARRY  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
sLxEDAdmSH_23Aug2021_00292387573 apprenticeship,1000029356,1,08/23/2021 00:32:55,08/24/2021 00:32:55,08/23/2021 00:33:09,08/23/2021 00:33:11,0:00:01,,Approved,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
Clone FeLt_24Aug2021_00062941567 apprenticeship,1000029367,1,08/24/2021 00:08:02,08/25/2021 00:07:56,08/24/2021 00:08:20,08/24/2021 00:08:22,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,BS15 1LE,274 Abattoir worker
Clone geQA_24Aug2021_00074314550 apprenticeship,1000029370,1,08/24/2021 00:09:14,08/25/2021 00:09:11,08/24/2021 00:09:30,08/24/2021 00:09:35,0:00:05,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,aOYVjKxfCh_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone ueDg_24Aug2021_00091571328 apprenticeship,1000029371,1,08/24/2021 00:11:02,08/25/2021 00:10:57,08/24/2021 00:11:20,08/24/2021 00:11:24,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,BS15 1LE,274 Abattoir worker
NKrLinIBWy_24Aug2021_00062949429 apprenticeship,1000029369,1,08/24/2021 00:11:08,08/25/2021 00:11:07,08/24/2021 00:11:55,08/24/2021 00:11:59,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,FudAdAYguQ_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone Babk_24Aug2021_00101982555 apprenticeship,1000029372,1,08/24/2021 00:11:44,08/25/2021 00:11:43,08/24/2021 00:12:03,08/24/2021 00:12:06,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,BS15 1LE,274 Abattoir worker
jnwbknoedo_24Aug2021_00062808565 apprenticeship,1000029368,1,08/24/2021 00:11:45,08/25/2021 00:11:45,08/24/2021 00:12:24,08/24/2021 00:12:26,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,DrqOghnmYb_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
jMAOSEJtjS_24Aug2021_00133966246 apprenticeship,1000029377,1,08/24/2021 00:18:03,08/25/2021 00:18:02,08/24/2021 00:18:44,08/24/2021 00:18:52,0:00:07,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,bUwpZGxmvy_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
ygwWvpbDxF_24Aug2021_00132432488 apprenticeship,1000029376,1,08/24/2021 00:18:12,08/25/2021 00:18:11,08/24/2021 00:18:44,08/24/2021 00:18:50,0:00:05,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
NhWZkOamxc_24Aug2021_00201760838 apprenticeship,1000029379,1,08/24/2021 00:23:16,08/25/2021 00:23:16,08/24/2021 00:23:46,08/24/2021 00:23:48,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
EtqGWoCZpD_24Aug2021_00241124831 apprenticeship,1000029383,1,08/24/2021 00:27:16,08/25/2021 00:27:16,08/24/2021 00:27:34,08/24/2021 00:27:36,0:00:01,,Approved,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
VyamKCrkcs_24Aug2021_00241119496 apprenticeship,1000029381,1,08/24/2021 00:27:23,08/25/2021 00:27:22,08/24/2021 00:27:39,08/24/2021 00:27:41,0:00:02,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
UWXoiNZwva_24Aug2021_00241133991 apprenticeship,1000029385,1,08/24/2021 00:27:46,08/25/2021 00:27:45,08/24/2021 00:28:03,08/24/2021 00:28:04,0:00:01,,Approved,0,Dastest2@test.com,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
UpoYxRpciP_24Aug2021_00321983795 apprenticeship,1000029390,1,08/24/2021 00:35:52,08/25/2021 00:35:50,08/24/2021 00:36:24,08/24/2021 00:36:26,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,FVnMUPUMfO_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
tQWZYXMliE_24Aug2021_00380546075 apprenticeship,1000029393,1,08/24/2021 00:39:24,08/25/2021 00:39:23,08/24/2021 00:39:36,08/24/2021 00:39:37,0:00:01,,Referred,0,Dastest2@test.com,Provider,Coventry City Council,Coventry City Council,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 5RR,274 Abattoir worker
SkzdsNkBDX_24Aug2021_00400310293 apprenticeship,1000029394,1,08/24/2021 00:42:14,08/25/2021 00:42:13,08/24/2021 00:42:43,08/24/2021 00:42:44,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,PE32 1DE,274 Abattoir worker
Clone FgpC_24Aug2021_16211847528 apprenticeship,1000029400,1,08/24/2021 16:23:25,08/25/2021 16:23:21,08/24/2021 16:23:47,08/24/2021 16:23:52,0:00:05,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone IVzb_24Aug2021_16244946251 apprenticeship,1000029402,1,08/24/2021 16:26:37,08/25/2021 16:26:36,08/24/2021 16:26:58,08/24/2021 16:27:01,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,bUwpZGxmvy_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone vmAo_24Aug2021_16250525891 apprenticeship,1000029403,1,08/24/2021 16:27:11,08/25/2021 16:27:03,08/24/2021 16:27:41,08/24/2021 16:27:47,0:00:06,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone KEtf_24Aug2021_16252059963 apprenticeship,1000029404,1,08/24/2021 16:27:35,08/25/2021 16:27:29,08/24/2021 16:27:54,08/24/2021 16:27:59,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,bUwpZGxmvy_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
tgckURXYzU_24Aug2021_16374738873 apprenticeship,1000029414,1,08/24/2021 16:41:01,08/25/2021 16:40:59,08/24/2021 16:41:20,08/24/2021 16:41:23,0:00:02,,Approved,0,Dastest2@test.com,Provider,ESFA LTD,ESFA LTD,EDUC8 TRAINING (ENGLAND) LIMITED,EH6 8HH,274 Abattoir worker
XynQSnbFBV_24Aug2021_16374736235 apprenticeship,1000029415,1,08/24/2021 16:41:02,08/25/2021 16:40:59,08/24/2021 16:41:20,08/24/2021 16:41:23,0:00:02,,Approved,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
rREogebGCX_24Aug2021_16545994835 apprenticeship,1000029431,1,08/24/2021 16:56:46,08/25/2021 16:56:46,08/24/2021 16:57:02,08/24/2021 16:57:04,0:00:01,,Referred,0,Dastest2@test.com,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
BnGqtcsASi_24Aug2021_16545994826 apprenticeship,1000029432,1,08/24/2021 16:57:03,08/25/2021 16:57:02,08/24/2021 16:57:17,08/24/2021 16:57:19,0:00:01,,Approved,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
Clone rgmB_25Aug2021_00073097490 apprenticeship,1000029446,1,08/25/2021 00:08:42,08/26/2021 00:08:41,08/25/2021 00:09:05,08/25/2021 00:09:09,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone vHBc_25Aug2021_00085028547 apprenticeship,1000029447,1,08/25/2021 00:10:47,08/26/2021 00:10:45,08/25/2021 00:11:03,08/25/2021 00:11:05,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,InpaiKJHnj_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone glQt_25Aug2021_00084993775 apprenticeship,1000029448,1,08/25/2021 00:10:49,08/26/2021 00:10:49,08/25/2021 00:11:16,08/25/2021 00:11:18,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
CdfuERcWaf_25Aug2021_00193634117 apprenticeship,1000029459,1,08/25/2021 00:21:52,08/26/2021 00:21:51,08/25/2021 00:22:07,08/25/2021 00:22:09,0:00:02,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
FkfleZnBXx_25Aug2021_00193706609 apprenticeship,1000029461,1,08/25/2021 00:22:03,08/26/2021 00:22:03,08/25/2021 00:22:18,08/25/2021 00:22:20,0:00:01,,Referred,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
gBcpgHKKvM_25Aug2021_00193706033 apprenticeship,1000029460,1,08/25/2021 00:22:12,08/26/2021 00:22:11,08/25/2021 00:22:28,08/25/2021 00:22:31,0:00:02,,Approved,0,Dastest2@test.com,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
Clone eFYb_25Aug2021_00254979358 apprenticeship,1000029466,1,08/25/2021 00:27:48,08/26/2021 00:27:46,08/25/2021 00:28:11,08/25/2021 00:28:12,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
GGJDJuPzOK_25Aug2021_00321238628 apprenticeship,1000029470,1,08/25/2021 00:33:39,08/26/2021 00:33:36,08/25/2021 00:33:48,08/25/2021 00:33:49,0:00:01,,Approved,0,Dastest2@test.com,Provider,Coventry City Council,Coventry City Council,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 5RR,274 Abattoir worker
Apprentice Teaching Assistant,1000029473,1,08/25/2021 08:35:11,08/26/2021 08:35:09,,08/26/2021 14:37:14,,6.03,Transferred,0,,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,297 Teaching assistant
xOgmQhnhOF_26Aug2021_00114221202 apprenticeship,1000029478,1,08/26/2021 00:13:44,08/27/2021 00:13:44,08/26/2021 00:13:59,08/26/2021 00:14:01,0:00:02,,Approved,0,Dastest2@test.com,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
HVbCJKNZuF_26Aug2021_00114201135 apprenticeship,1000029479,1,08/26/2021 00:14:06,08/27/2021 00:14:04,08/26/2021 00:14:20,08/26/2021 00:14:22,0:00:01,,Approved,0,Dastest2@test.com,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
vPVuALToOn_26Aug2021_09093226860 apprenticeship,1000029492,1,08/26/2021 09:13:02,08/27/2021 09:13:02,08/26/2021 09:13:17,08/26/2021 09:13:19,0:00:02,,Approved,0,Dastest2@test.com,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
Apprentice Teaching Asst.,1000029474,1,08/26/2021 09:45:20,08/27/2021 09:45:12,,08/26/2021 14:37:15,,,Transferred,0,,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,297 Teaching assistant
pDBSXfZUKq_26Aug2021_10253857788 apprenticeship,1000029498,1,08/26/2021 09:45:20,08/27/2021 09:45:13,,08/26/2021 14:37:15,,,Transferred,0,,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,274 Abattoir worker
Apprentice Teaching Asstistant,1000029476,1,08/26/2021 09:45:21,08/27/2021 09:45:13,,08/26/2021 14:37:17,,,Transferred,0,,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,297 Teaching assistant
Apprentice Teaching Asstistant,1000029475,1,08/26/2021 09:45:21,08/27/2021 09:45:13,,08/26/2021 14:37:16,,,Transferred,0,,Provider,Coventry City Council,Coventry City Council,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,297 Teaching assistant
TjjhEJxDfN_27Aug2021_00130659958 apprenticeship,1000029523,1,08/27/2021 00:15:56,08/31/2021 00:15:54,08/27/2021 00:16:13,08/27/2021 00:16:20,0:00:06,,Approved,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
WikEOXgAKP_27Aug2021_00130659674 apprenticeship,1000029524,1,08/27/2021 00:15:57,08/31/2021 00:15:55,08/27/2021 00:16:13,08/27/2021 00:16:20,0:00:06,,Referred,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
eIUaXAqnlc_27Aug2021_00130636264 apprenticeship,1000029526,1,08/27/2021 00:16:05,08/31/2021 00:16:03,09/01/2021 12:35:47,09/01/2021 12:35:48,0:00:01,36.33,Approved,0,Dastest2@test.com,Provider,SPECS & BEAR HORSEBOX CANTEEN LTD,MfyeOapexl_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,TN13 2TN,274 Abattoir worker
dijxXNehJm_27Aug2021_00163346126 apprenticeship,1000029530,1,08/27/2021 06:49:50,08/31/2021 06:49:48,08/27/2021 07:13:07,08/27/2021 07:13:14,0:00:07,,Referred,1,DasTest3@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
Test ESFA apprenticeship,1000029533,1,08/27/2021 06:54:51,08/31/2021 06:54:51,08/27/2021 06:58:12,08/27/2021 06:58:52,0:00:39,,Referred,2,DasTest3@test.com,Provider,ONA CONSULTING  LTD,ONA CONSULTING  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CR2 6AL,272 Academic professional
DdnuZEDsHA_26Aug2021_14560687339 apprenticeship,1000029534,1,08/27/2021 07:17:05,08/31/2021 07:17:03,08/27/2021 07:17:20,08/27/2021 07:17:28,0:00:07,,Referred,1,DasTest3@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
TEST ESFA 1 apprentice,1000029536,1,08/27/2021 07:23:35,08/31/2021 07:23:29,08/27/2021 07:23:47,08/27/2021 07:23:52,0:00:05,,Referred,0,DasTest3@test.com,Provider,ONA CONSULTING  LTD,ONA CONSULTING  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CR2 6AL,272 Academic professional
Test333 apprentice,1000029537,1,08/27/2021 07:48:55,08/31/2021 07:48:54,08/27/2021 07:49:27,08/27/2021 07:49:34,0:00:06,,Referred,0,DasTest3@test.com,Provider,ONA CONSULTING  LTD,ONA CONSULTING  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CR2 6AL,274 Abattoir worker
Test ESFA 1 apprenticeship,1000029538,1,08/27/2021 08:11:36,08/31/2021 08:11:36,08/27/2021 08:11:50,08/27/2021 08:11:57,0:00:06,,Referred,0,DasTest3@test.com,Provider,ONA CONSULTING  LTD,ONA CONSULTING  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CR2 6AL,176 Accident repair technician
Test ESFA 1 apprenticeship,1000029538,2,08/27/2021 08:12:46,08/31/2021 08:12:42,08/27/2021 08:13:01,08/27/2021 08:13:10,0:00:08,,Referred,2,DasTest3@test.com,Provider,ONA CONSULTING  LTD,ONA CONSULTING  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CR2 6AL,176 Accident repair technician
teQiwXbHfJ_27Aug2021_09033233922 apprenticeship,1000029546,1,08/27/2021 09:07:50,08/31/2021 09:07:50,08/27/2021 09:08:19,08/27/2021 09:08:24,0:00:05,,Approved,0,Dastest2@test.com,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
gdAkNnvJxA_27Aug2021_09033225621 apprenticeship,1000029544,1,08/27/2021 09:08:09,08/31/2021 09:08:04,08/27/2021 09:08:28,08/27/2021 09:08:31,0:00:03,,Approved,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
RapRAcEmKm_27Aug2021_12425863199 apprenticeship,1000029555,1,08/27/2021 12:47:25,08/31/2021 12:47:25,08/27/2021 12:47:53,08/27/2021 12:47:57,0:00:03,,Referred,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
yLekYULuHO_27Aug2021_12425839249 apprenticeship,1000029556,1,08/27/2021 12:47:34,08/31/2021 12:47:31,08/27/2021 12:47:52,08/27/2021 12:47:57,0:00:04,,Approved,0,Dastest2@test.com,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
